1 521804 25944333
2 107526 42194452
3 80988 10517051
4 113387 6404257
5 139018 2871499
6 154745 1211836
7 157909 546845
8 150749 262001
9 134071 135752
10 113126 76502
11 88105 43163
12 65353 24647
13 45137 14406
14 29186 7694
15 18077 4133
16 10573 2136
17 5785 1060
18 3060 500
19 1458 234
