1 11697053 523549705
2 1574892 662023439
3 1602531 231574379
4 2185361 134663460
5 2602996 51185594
6 2779325 21292740
7 2690441 8783085
8 2390841 3917231
9 1956241 1872330
10 1476621 935159
11 1031240 474615
12 666926 240161
13 399001 118976
14 220219 54997
15 112515 24288
16 52998 10014
17 23094 4048
18 9230 1442
19 3377 503
